_id,numPullRequests,linesAdded,linesRemoved,changedFiles,numCommits,numComments,numReviewComments,avgTimeOpen,maxTimeOpen
1,6,261.16666666667,15.5,13.333333333333,3,0.33333333333333,0.83333333333333,177881500,405500000
2,29,521.24137931034,49.206896551724,8.8965517241379,8.0689655172414,0.55172413793103,3.4137931034483,90392413.793103,1285515000
3,24,118.79166666667,51.333333333333,11.416666666667,2.5833333333333,0.375,4.0416666666667,31194166.666667,235434000
4,20,162.1,34.6,7.65,4.3,0.35,2.25,70984100,691191000
5,33,249.81818181818,88.151515151515,7.1515151515152,4.9090909090909,0.57575757575758,3.1818181818182,93618181.818182,726791000
6,38,86.421052631579,24.473684210526,6.4210526315789,3.7894736842105,0.44736842105263,2.1052631578947,57734605.263158,532355000
7,19,167.26315789474,102.47368421053,6.1578947368421,5.8421052631579,1.0526315789474,5.7368421052632,85113894.736842,426914000
8,32,223.0625,75.15625,8.71875,6.0625,0.3125,3.21875,65066031.25,776941000
9,19,170.94736842105,54.526315789474,12.631578947368,4.1578947368421,1.7368421052632,3,96655473.684211,357600000
10,34,150.55882352941,38.823529411765,8.5,3.7647058823529,0.58823529411765,3.7941176470588,75695382.352941,330814000
11,40,294.775,70.1,10.125,3.6,0.475,4.125,44827400,426408000
12,31,246.1935483871,83,10.935483870968,4.6774193548387,1.1612903225806,3.0967741935484,64707064.516129,581002000
13,43,142.27906976744,57.604651162791,7.3023255813953,3.1627906976744,0.41860465116279,2.2093023255814,67616441.860465,511064000
14,30,253.63333333333,81.1,9.3,4.1,0.3,3.9666666666667,74986500,679373000
15,29,152.44827586207,64.310344827586,8.6896551724138,2.9310344827586,0.55172413793103,1.5172413793103,62249827.586207,612087000
16,28,260.53571428571,52.571428571429,8.4642857142857,4.25,1.1071428571429,4.6785714285714,82813607.142857,510372000
17,38,119.26315789474,60.5,6.3421052631579,2.5,1.6052631578947,1.1315789473684,49676315.789474,605545000
18,30,161.43333333333,32.066666666667,5.3333333333333,3.2,2.2,2.6666666666667,69553766.666667,695612000
19,49,108.89795918367,36.795918367347,6.7755102040816,2.5510204081633,1.3469387755102,1.4081632653061,37697653.061224,262360000
20,21,255.57142857143,44.952380952381,11.095238095238,3.2857142857143,1.6190476190476,5.1904761904762,35626000,180490000
27,8,192.25,38,5.625,7.875,2.5,0.375,111379625,436500000
28,7,498.14285714286,26.285714285714,8.8571428571429,18.285714285714,3.4285714285714,13.285714285714,206809142.85714,613924000
29,15,339,37.2,9.4,8.5333333333333,1.3333333333333,4.6,60946866.666667,424364000
30,8,494,55.25,16.125,19.25,1.875,12.875,184570875,698739000
31,18,349.05555555556,48.888888888889,12.833333333333,14.833333333333,1.1666666666667,2.5,49897277.777778,452491000
32,13,183.84615384615,52.769230769231,6.7692307692308,5.4615384615385,1.8461538461538,0.30769230769231,71013846.153846,753041000
33,9,126.33333333333,13.333333333333,5.5555555555556,4.4444444444444,0.88888888888889,1.5555555555556,82955333.333333,336313000
34,10,299.3,53.6,9.2,7.6,1.3,4.1,82538000,325725000
35,6,398.16666666667,77.833333333333,14.5,9.5,0.83333333333333,2.3333333333333,110557666.66667,496555000
36,23,337.08695652174,104.04347826087,8.2173913043478,5.695652173913,1.6086956521739,1.4347826086957,39872826.086957,244597000
37,11,918.63636363636,41.454545454545,12.727272727273,10.636363636364,1.5454545454545,1.7272727272727,72916363.636364,594626000
38,19,136.84210526316,53.842105263158,8.7368421052632,6.6315789473684,0.15789473684211,8.1578947368421,62913368.421053,528367000
39,21,290.71428571429,190.14285714286,11.666666666667,5.2380952380952,0.52380952380952,2.952380952381,79023380.952381,412661000
40,11,288.36363636364,166.63636363636,12.636363636364,7.7272727272727,0.81818181818182,1.5454545454545,96925363.636364,562928000
41,25,113.2,39.16,5.92,5.92,0.28,2.04,63360480,766414000
42,12,622,426.91666666667,9.3333333333333,10.583333333333,0.91666666666667,2.1666666666667,87358333.333333,588187000
43,18,264.5,114.5,9.2777777777778,4.7222222222222,0.33333333333333,2.5,73763000,259027000
44,22,88.045454545455,50.818181818182,6.5,3.4545454545455,0.40909090909091,2.1818181818182,31837090.909091,269404000
45,25,678.84,52.04,26.56,4.4,0.84,3.2,52991040,223649000
46,22,236.54545454545,103.18181818182,11.090909090909,8.7272727272727,0.90909090909091,3.4090909090909,68315772.727273,589679000
47,19,184.36842105263,172.73684210526,8.5789473684211,4.4736842105263,0.78947368421053,4.8421052631579,61030789.473684,252971000
48,17,250.70588235294,106.52941176471,13.529411764706,6.2352941176471,1.4705882352941,4,119930058.82353,581296000
49,20,144.8,80.35,17.85,3.45,1.6,1.1,79458250,530074000
50,19,265.52631578947,64.578947368421,10.894736842105,6.1578947368421,0.84210526315789,6.6315789473684,123564631.57895,698049000
51,26,143.69230769231,74.5,7.4615384615385,3.5769230769231,0.34615384615385,1.0769230769231,105849423.07692,1646522000
52,3,786.33333333333,680.66666666667,40,2.6666666666667,0,5.3333333333333,301804666.66667,819962000
